"id","text","category_id"
833,"When was the game &quot;Roblox&quot; released?",25
834,"Which British writer wrote for both Doctor Who and Sherlock?",25
835,"Leonardo da Vinci was not the creator of the Mona Lisa.",25
836,"In &quot;Gravity Falls&quot;, the character Bill Cipher remarks that &quot;the universe is what?&quot;",25
837,"How many unique items does &quot;Borderlands 2&quot; claim to have?",25
838,"What episode of &quot;Mr. Bean&quot; saw him trying to prevent people from seeing him naked?",25
839,"Who won the 2015 College Football Playoff (CFP) National Championship? ",25
840,"What machine element is located in the center of fidget spinners?",25
841,"Which day did World War I begin?",25
842,"Which Crypt of the NecroDancer (2015) character has a soundtrack by Jake &quot;Virt&quot; Kaufman?",25
843,"What is the real name of &quot;Warhead&quot; in the Sega Genesis game &quot;Vectorman&quot;?",25
844,"Which chemical element was originally known as Alabamine?",25
845,"&quot;Stadium of Light&quot; is the home stadium for which soccer team?",25
846,"What causes the sound of a heartbeat?",25
847,"Which of these are NOT a Men at Work song?",25
848,"In the video game, Half-life, what event started the Half-life universe as we know today?",25
849,"Which of these covert groups employs Sam Fisher to work as a Splinter Cell?",25
850,"Who starred as Bruce Wayne and Batman in Tim Burton&#039;s 1989 movie &quot;Batman&quot;?",26
851,"Which actress&#039;s real name was Frances Ethel Gumm?",26
852,"In the year 1900, what were the most popular first names given to boy and girl babies born in the United States?",26
853,"What is the most expensive weapon in Counter-Strike: Global Offensive?",26
854,"Which of these is NOT a player class in Team Fortress 2?",26
855,"In the Lord of the Rings, who is the father of the dwarf Gimli?",26
856,"What is the standard SI unit for temperature?",26
857,"What is the capital of Denmark?",26
858,"The logo for Snapchat is a Bell.",26
859,"What genre of EDM is the Dutch DJ, musician, and remixer Armin van Buuren most well-known for?",26
860,"Jaguar Cars was previously owned by which car manfacturer?",26
861,"What is the official language of Costa Rica?",26
862,"In the 2002 video game &quot;Kingdom Hearts&quot;, how many playable worlds were there?",26
863,"In &quot;Fairy Tail&quot;, what is the nickname of Natsu Dragneel?",26
864,"According to Greek Mythology, Zeus can control lightning.",26
865,"What is the relationship between the band members of American rock band King of Leon?",26
866,"In PROTOTYPE 2, which of the following abilities/weapons is NOT obtained by an Evolved?",26
867,"What play is the quote &quot;Hell is other people&quot; from?",26
868,"In Game of Thrones, what continent lies across the Narrow Sea from Westeros?",26
869,"When was Nintendo founded?",26
870,"Which computer language would you associate Django framework with?",26
871,"The end credits sequence in Grand Theft Auto 5 is over half an hour long.",26
872,"Which Overwatch character says the line &quot;Heroes never die!&quot;?",26
873,"What genetic disease is caused by having an extra Y chromosome (XYY)?",26
874,"What city did the monster attack in the film, &quot;Cloverfield&quot;?",26
875,"What sport is being played in the Anime Eyeshield 21?",26
876,"What level do you have to be to get a service medal on CS:GO?",26
877,"The creeper in Minecraft was the result of a bug while implementing which creature?",26
878,"In Monster Hunter Generations, guild style is a type of hunting style.",26
879,"Which operation in &quot;Tom Clancy&#039;s Rainbow Six Siege&quot; introduced the &quot;Skyscraper&quot; map?",26
880,"Which one of these was not a member of the Fiendish Five in the game Sly Cooper and the Thievius Raccoonus?",26
881,"To what political party did Abraham Lincoln belong when elected POTUS?",26
882,"Klingons express emotion in art through opera and poetry.",26
883,"In &quot;Call Of Duty: Zombies&quot;, what does the game traditionally reward you for completing a boss round?",26
884,"In &quot;Call Of Duty: Zombies&quot;, you can upgrade the &quot;Apothicon Servant&quot; in the &quot;Shadows Of Evil&quot; map.",26
885,"Electronic artists Boys Noize and Skrillex have collaborated and released tracks under what name?",26
886,"The board game &quot;Ra&quot; was designed by which designer? ",26
887,"Which of the following films was directed by Ivan Reitman, written by Gary Ross, featured Kevin Kline, and was released in 1993?",26
888,"In World of Warcraft, which raid instance features a chess event?",26
889,"What is the name of the queen&#039;s pet in A Bug&#039;s Life?",26
890,"In the Friday The 13th series, what year did Jason drown in?",26
891,"What is the historical name of Sri Lanka?",26
892,"Sound can travel through a vacuum.",26
893,"What was the name of the teenage witch played by Melisa Joan Hart who lives with her witch aunts Hilda and Zelda?",26
894,"Which player holds the NHL record of 2,857 points?",26
895,"&quot;Tachycardia&quot; or &quot;Tachyarrhythmia&quot; refers to a resting heart-rate near or over 100 BPM.",26
896,"In what year did Texas secede from Mexico?",26
897,"Which drive form was added into Kingdom Hearts II Final Mix?",26
898,"Who is Sora&#039;s Nobody in Kingdom Hearts?",26
899,"What is the name of a popular franchise that includes placing blocks down and surviving in an open world? ",26
900,"Which of these bones is hardest to break?",27
901,"Which Shakespeare play inspired the musical &#039;West Side Story&#039;?",27
902,"How many manned moon landings have there been?",27
903,"Which of these is NOT a terrorist faction in Counter-Strike (2000)?",27
904,"The music video to The Buggle&#039;s &quot;Video Killed the Radio Star&quot; was the first music video to broadcast on MTV.",27
905,"Which city is the capital of Switzerland?",27
906,"What was Dorothy&#039;s surname in &#039;The Wizard Of Oz&#039;?",27
907,"In World War II, Hawker Typhoons served in the Pacific theater.",27
908,"How many Star Spirits do you rescue in the Nintendo 64 video game &quot;Paper Mario&quot;?",27
909,"How many planets make up our Solar System?",27
910,"What is the first Mersenne prime exponent over 1000?",27
911,"111,111,111 x 111,111,111 = 12,345,678,987,654,321",27
912,"Where is the area commonly known as the Bermuda Triangle?",27
913,"In Portal 2, the iconic character GLaDOS is turned into:",27
914,"When was Tesla founded?",27
915,"What is the name of the virus in &quot;Metal Gear Solid 1&quot;?",27
916,"Due to the Nagoya Resolution, China agreed to allow Taiwan to compete separately in international sporting events under what name?",27
917,"How many known living species of hyenas are there?",27
918,"Which game was the first time Mario was voiced by Charles Martinet?",27
919,"United States President John F. Kennedy was assassinated during his presidential motorcade in Atlanta, Georgia on November 22nd, 1963.",27
920,"What year were the Marian Reforms instituted in the Roman Republic?",27
921,"The novel &quot;Of Mice And Men&quot; was written by what author? ",27
922,"The Western Electric Model 500 telephone uses tone dialing to dial phone numbers.",27
923,"In the 2015 RPG &quot;Undertale&quot;, which character do you first encounter after falling down into the underground?",27
924,"What was Napoleon Bonaparte&#039;s name before he changed it?",27
925,"In the original Star Wars trilogy, David Prowse was the actor who physically portrayed Darth Vader.",27
926,"The IBM PC used an Intel 8008 microprocessor clocked at 4.77 MHz and 8 kilobytes of memory.",27
927,"Volkswagen&#039;s legendary VR6 engine has cylinders positioned at what degree angle?",27
928,"Which of the following manga have the most tankouban volumes?",27
929,"A caterpillar has more muscles than humans do.",27
930,"One of the Nintendo Entertainment System voice channels supports playback of sound samples. Which one?",27
931,"In the 2016 Global Peace Index poll, out of 163 countries, what was the United States of America ranked?",27
932,"The Killer Whale is considered a type of dolphin.",27
933,"Which rapper had an album that went double platinum with no features?",27
934,"Which RAID array type is associated with data mirroring?",27
935,"What was the original name of New York City?",27
936,"In a 1994 CBS interview, Microsoft co-founder Bill Gates performed what unusual trick on camera?",27
937,"Who is the armored titan in &quot;Attack On Titan&quot;?",27
938,"Finnish Lapphund dogs were used for herding reindeer.",27
939,"Neil Hamburger is played by which comedian?",27
940,"A wyvern is the same as a dragon.",27
941,"What is the default name of the Vampire character in &quot;Shining Soul 2&quot;.",27
942,"The most frequent subconscious activity repeated by the human body is blinking.",27
943,"What bird is born with claws on its wing digits?",27
944,"Which of these is NOT a real tectonic plate?",27
945,"What is the real name of the &quot;Master Of Magnetism&quot; Magneto?",27
946,"What are the first names of the first father and son pair that were both Prime Ministers of Canada?",27
947,"What caused Jake Lloyd who played Anakin Skywalker in The Phantom Menace to quit acting?",27
948,"What vehicle in PUBG has the highest top speed?",27
949,"The protagonist&#039;s names in &#039;Who&#039;s Afraid of Virginia Woolf&#039;, George and Martha, were derived from George Washington and his wife.",27
950,"Which game did &quot;Sonic The Hedgehog&quot; make his first appearance in?",28
951,"At which bridge does the annual Oxford and Cambridge boat race start?",28
952,"What was Marilyn Monroe`s character&#039;s first name in the film &quot;Some Like It Hot&quot;?",28
953,"You can calculate Induced Voltage using: &epsilon; =-N * (d&Phi;B)/(d)",28
954,"Which member of the Foo Fighters was previously the drummer for Nirvana?",28
955,"Scotch whisky and Drambuie make up which cocktail?",28
956,"Blinky, Pinky, Inky and Clyde are characters from which classic video game?",28
957,"Which chemical element has the lowest boiling point?",28
958,"In the fighting game &quot;Skullgirls,&quot; which character utilizes a folding chair called the &quot;Hurting&quot; as a weapon?",28
959,"In what year was &quot;Metal Gear Solid&quot; released in North America?",28
960,"Which of the following films was Don Bluth both the writer, director, and producer for?",28
961,"Which of these Starbound races has a Wild West culture?",28
962,"Samuel L. Jackson had the words, &#039;Bad Motherf*cker&#039; in-scripted on his lightsaber during the filming of Star Wars.",28
963,"The full English name of the car manufacturer BMW is Bavarian Motor Works",28
964,"The now extinct species &quot;Thylacine&quot; was native to where?",28
965,"In Dota 2, Wraith King was previously known as...",28
966,"Which of these is NOT the name of a team leader in Pok&eacute;mon GO?",28
967,"In Splatoon, the Squid Sisters are named Tako and Yaki.",28
968,"In the game Nuclear Throne, what character is only usable in a play through with Melting?",28
969,"Which of these is not the name of a city in the Grand Theft Auto series?",28
970,"Which of the following was NOT a playable character in the game Kingdom Hearts: Birth by Sleep?",28
971,"Which of the following Elite Four members from the 6th Generation of Pok&eacute;mon was a member of Team Flare?",28
972,"What team won the 2016 MLS Cup?",28
973,"What was the bloodiest single-day battle during the American Civil War?",28
974,"Which song on Daft Punk&#039;s &quot;Random Access Memories&quot; features Pharrell Williams?",28
975,"Which actor provided the voice for the main character&#039;s father in Fallout 3?",28
976,"In World War ll, Great Britian used inflatable tanks on the ports of Great Britain to divert Hitler away from Normandy/D-day landing.",28
977,"What is the name of the world that the MMO &quot;RuneScape&quot; takes place in?",28
978,"Valve Corporation is an American video game developer located in which city?",28
979,"Which game is NOT part of the Science Adventure series by 5pb. and Nitroplus?",28
980,"In &quot;Toriko&quot;, which of the following foods is knowingly compatible with Toriko?",28
981,"Wilt Chamberlain scored his infamous 100-point-game against the New York Knicks in 1962.",28
982,"Sean Bean voices the character of &quot;Martin Septim&quot; in which Elder Scrolls game?",28
983,"What is the name of the first level in &quot;Call of Duty: World at War&quot;?",28
984,"What book series published by Jim Butcher follows a wizard in modern day Chicago?",28
985,"Hidden in the files for &quot;Mario Kart Arcade GP&quot; is a picture of the Beslan school hostage crisis.",28
986,"What was the name of the cold-war singer who has a song in Grand Theft Auto IV, and a wall landmark in Moscow for his memorial?",28
987,"In &quot;The Witness&quot;, how many lasers must be activated to get into the mountain area?",28
988,"In Magic: The Gathering, which of the following was the first publicly released foil card?",28
989,"In Calvin and Hobbes, what is the name of the principal at Calvin&#039;s school?",28
990,"Which director directed the movie &quot;Pan&#039;s Labyrinth&quot;?",28
991,"Who led the Communist Revolution of Russia?",28
992,"What nuts are used in the production of marzipan?",28
993,"What date is referenced in the 1971 song &quot;September&quot; by Earth, Wind &amp; Fire?",28
994,"A statue of Charles Darwin sits in what London museum?",28
995,"What is the capital of Wisconsin, USA?",28
996,"What colour hair does the main character of the Yu-Gi-Oh! original anime series have?",28
997,"Which of the following Physicists aided Nazi Germany in their production of a nuclear weapon?",28
998,"Who is the youngest person to recieve a Nobel Prize?",28
999,"Which of the following is not a character in the video game Doki Doki Literature Club?",28
1000,"From what show is the character &quot;James Doakes&quot;? ",29
1001,"League of Legends, DOTA 2, Smite and Heroes of the Storm are all part of which game genre?",29
1002,"In the TV show &quot;Cheers&quot;, Sam Malone was a former relief pitcher for which baseball team?",29
1003,"Which track by &quot;Massive Attack&quot; is used for the theme of &quot;House&quot;? ",29
1004,"Which company did Valve cooperate with in the creation of the Vive?",29
1005,"Who is the founder and leader of industrial rock band, &#039;Nine Inch Nails&#039;?",29
1006,"What state is the largest state of the United States of America?",29
1007,"DragonForce&#039;s &#039;Through the Fire and Flames&#039; is widely considered to be the hardest song in the Guitar Hero series.",29
1008,"Which one of these tanks was designed and operated by the United Kingdom?",29
1009,"When was the programming language &quot;C#&quot; released?",29
1010,"Donald J. Trump&#039;s Middle Name is...",29
1011,"The country song  &ldquo;A Boy Named Sue&rdquo; was written by Shel Silverstein.",29
1012,"Which one of the following rhythm games was made by Harmonix?",29
1013,"Which one of these artists appears in the album Deltron 3030?",29
1014,"Which of these is NOT a team available in the game Pok&eacute;mon Go?",29
1015,"Who is the main character of &quot;Metal Gear Solid 3&quot;?",29
1016,"How many legs do butterflies have?",29
1017,"In Half-Life 2, if you play the zombies&#039; speech in reverse, they actually speak coherent English.",29
1018,"What stage of development do the majority of eukaryotic cells remain in for most of their life?",29
1019,"Microphones can be used not only to pick up sound, but also to project sound similar to a speaker.",29
1020,"Ferrari has never made a V10 engine for any of its cars.",29
1021,"In Terraria, you can craft the Cell Phone pre-hardmode.",29
1022,"Which of the following has Jennifer Taylor NOT voiced?",29
1023,"In &quot;The Amazing World of Gumball&quot;, who is the principal of Elmore Junior High?",29
1024,"When was the iPhone released?",29
1025,"What is the name of Nissan&#039;s most popular electric car?",29
1026,"Which of the following countries was the first to send an object into space?",29
1027,"Dutch computer scientist Mark Overmars is known for creating which game development engine?",29
1028,"The main objective of the German operation &quot;Case Blue&quot; during World War II was originally to capture what?",29
1029,"Which of the following guitarists recorded an album as a member of the Red Hot Chili Peppers?",29
1030,"What is the collective noun for a group of crows?",29
1031,"In &quot;Jewelpet Sunshine&quot;, what is the song that plays when Kanon and her friends bust out of prison?",29
1032,"In 1978, Superman teamed up with what celebrity, to defeat an alien invasion?",29
1033,"Which stage was planned to be a part of &quot;Sonic the Hedgehog 2&quot;, but was scrapped during development?",29
1034,"What song is played during the ending credits of Guitar Hero: World Tour?",29
1035,"Who released the 1991 album &quot;Out of Time&quot;?",29
1036,"Before it&#039;s redesign of the company logo in the year 2000, which 3D shape is NOT represented in the Electronic Arts logo?",29
1037,"In &quot;Kingdom Hearts&quot;, what is the name of Sora&#039;s home world?",29
1038,"Which member of the British pop group &quot;The Spice Girls&quot; was known as Ginger Spice?",29
1039,"Where did the Great Storm of 1987 make landfall at, first?",29
1040,"In which classic novel by Mark Twain did a beggar and Prince of Wales switch clothes, and learn about social class inequality?",29
1041,"What was the name of the first Bulgarian personal computer?",29
1042,"&quot;The Genius&quot; is the original and secondary name of which Wu-Tang Clan member?",29
1043,"Dry ice is the solid form of what substance?",29
1044,"Which of the following films was NOT directed by Hayao Miyazaki?",29
1045,"In the film &quot;Requiem for a Dream&quot;, what drug does Jared Leto&#039;s character get addicted to?",29
1046,"Which of the following actors has only been in a Quentin Tarantino directed film once?",29
1047,"Which of these positions did the astronomer and physicist Isaac Newton not hold?",29
1048,"What mainly favored rifle is used by the Terrorists in Counter Strike: Global Offensive?",29
1049,"Which year was the album &quot;Year of the Snitch&quot; by Death Grips released?",29
1050,"What was the last Marx Brothers film to feature Zeppo?",30
1051,"Who had a US and UK number 1 hit in 1962 with the instrumental, &#039;Telstar&#039;?",30
1052,"What is the first book of the Old Testament?",30
1053,"Leonardo DiCaprio won an Oscar for Best Actor in 2004&#039;s &quot;The Aviator&quot;.",30
1054,"Who is the creator of the comic series &quot;The Walking Dead&quot;?",30
1055,"The Queen song `A Kind Of Magic` is featured in which 1986 film?",30
1056,"On the Beaufort Scale of wind force, what wind name is given to number 8?",30
1057,"In a game of snooker, what colour ball is worth 3 points?",30
1058,"The programming language &quot;Python&quot; is based off a modified version of &quot;JavaScript&quot;.",30
1059,"There are 86400 seconds in a day.",30
1060,"Finish these lyrics from the 2016 song &quot;Panda&quot; by Desiigner: &quot;I got broads in _______&quot;.",30
1061,"Which of these is NOT a song on The Beatles&#039; 1968 self titled album, also known as the White album?",30
1062,"What was the destination of the missing flight MH370?",30
1063,"Who wrote the award winning musical &quot;In The Heights&quot;?",30
1064,"How many legs do butterflies have?",30
1065,"Salt is 100% composed of Sodium.",30
1066,"In World of Warcraft lore, who was first to have the title &quot;The Ashbringer&quot;?",30
1067,"Who is the founder of Team Fortress 2&#039;s fictional company &quot;Mann Co&quot;?",30
1068,"Which animal was part of an Russian domestication experiment in 1959?",30
1069,"Which car manufacturer won the 2016 24 Hours of Le Mans?",30
1070,"Against which country did the Dutch Republic fight the Eighty Years&#039; War?",30
1071,"In Cook, Serve, Delicious!, which food is NOT included in the game?",30
1072,"How long did it take the motorized window washers of the original World Trade Center to clean the entire exterior of the building?",30
1073,"The biggest distinction between a eukaryotic cell and a prokaryotic cell is:",30
1074,"How was Socrates executed?",30
1075,"Nickelodeon rejected the pilot to Adventure Time.",30
1076,"What is the capital of Spain?",30
1077,"At the end of the 2001 film &quot;Rat Race&quot;, whose concert do the contestants crash?",30
1078,"&quot;Minions&quot; was released on the June 10th, 2015.",30
1079,"What was the name of one of the surviving palaces of Henry VIII located near Richmond, London?",30
1080,"When did the online streaming service &quot;Mixer&quot; launch?",30
1081,"Who won the &quot;Champions League&quot; in 1999?",30
1082,"Which band released the album &quot;Sonic Highways&quot; in 2014?",30
1083,"What is the fastest animal?",30
1084,"&quot;Make You Feel My Love&quot; was originally written and performed by which singer-songwriter?",30
1085,"In Telltale Games&#039; &quot;The Walking Dead: Season One&quot; what is the name of Clementine&#039;s father?",30
1086,"Which of these games takes place in the Irish town of Doolin, with the option to play as one of the characters, Ellen and Keats?",30
1087,"Haggis is traditionally ate on Burns Night.",30
1088,"Who was the longest-serving senator in US history, serving from 1959 to 2010?",30
1089,"In which English county is the city of Portsmouth?",30
1090,"In 1845, a series of wars named after which indigenous people began in New Zealand?",30
1091,"In the PAYDAY series, who is the iconic leader of the PAYDAY gang?",30
1092,"Which of these Nickelodeon game shows aired first?",30
1093,"Which of the following is NOT one of the main characters in Grand Theft Auto V&rsquo;s story mode?",30
1094,"When was the FC Schalke 04 founded?",30
1095,"Slovakia is a member of European Union-",30
1096,"The drug cartel run by Pablo Escobar originated in which South American city?",30
1097,"The Mazda 787B won the 24 Hours of Le Mans in what year?",30
1098,"In the 1974 Christmas flick &quot;The Year Without a Santa Claus,&quot; what are the names of the two elves who help Mrs. Claus save Christmas?",30
1099,"The Proclaimers - I&#039;m Gonna Be (500 Miles) reached what position on the US Hot 100 Charts in 1993?",30
1100,"The humerus, paired radius, and ulna come together to form what joint?",31
1101,"How many dice are used in the game of Yahtzee?",31
1102,"What is Hermione Granger&#039;s middle name?",31
1103,"What does the &#039;S&#039; stand for in the abbreviation SIM, as in SIM card? ",31
1104,"In &quot;Undertale&quot;, how many main endings are there?",31
1105,"Which of the following is NOT a Russian car manufacturer?",31
1106,"There is a city called Rome in every continent on Earth.",31
1107,"There are 6 legendary cards in &quot;Clash Royale&quot;.",31
1108,"The Japanese district Akihabara is also known by what nickname?",31
1109,"When was the first &quot;Half-Life&quot; released?",31
1110,"What year was the Disney film &quot;A Goofy Movie&quot; released?",31
1111,"Which of these is NOT the name of an album released by English singer-songwriter Adele?",31
1112,"When did the Battle of the Somme begin?",31
1113,"The fourth funnel of the RMS Titanic was fake designed to make the ship look more powerful and symmetrical.",31
1114,"The novel &quot;Jane Eyre&quot; was written by what author? ",31
1115,"The asteroid belt is located between which two planets?",31
1116,"Which horror movie had a sequel in the form of a video game released in August 20, 2002?",31
1117,"&quot;Elementary, my dear Watson&quot; is a phrase that is never truly said within the Conan Doyle books of Sherlock Holmes.",31
1118,"Who wrote the Batman comic series &quot;The Killing Joke&quot;?",31
1119,"Which character, in the game &quot;Morenatsu&quot;, has the most possible endings to their route, at a total of four different endings?",31
1120,"The NVidia GTX 1080 gets its name because it can only render at a 1920x1080 screen resolution.",31
1121,"What is the name of Poland in Polish?",31
1122,"What is known as &quot;the brain&quot; of the Computer?",31
1123,"How many timezones does Russia have?",31
1124,"According to Overwatch&#039;s lore, who was once a member of the Deadlock Gang?",31
1125,"Which Kirby game first introduced Copy Abilities?",31
1126,"The LS1 engine is how many cubic inches?",31
1127,"In what year did the manga &quot;Ping Pong&quot; begin serialization?",31
1128,"In &quot;Starbound&quot;, according to the asset files, the description of the &quot;Erchius Ghost&quot; is the same as which other assets?",31
1129,"What was the original name of New York City?",31
1130,"What mythology did the god &quot;Apollo&quot; come from?",31
1131,"What former MOBA, created by Waystone Games and published by EA, was shut down in 2014?",31
1132,"Who succeeded Joseph Stalin as General Secretary of the Communist Party of the Soviet Union?",31
1133,"In African mythology, Anansi is a trickster and storyteller who takes the shape of which animal?",31
1134,"When Batman trolls the online chat rooms, what alias does he use?",31
1135,"Which Iron Maiden album did the song &quot;Dream of Mirrors&quot; feature in?",31
1136,"Which of these Generation 1 Pokemon did NOT have an evolution in Generation 4?",31
1137,"Which of these is a colony of polyps and not a jellyfish?",31
1138,"Liam Howlett founded which electronic music group in 1990?",31
1139,"In the PAYDAY series, who is the iconic leader of the PAYDAY gang?",31
1140,"In what sport does Fanny Chmelar compete for Germany?",31
1141,"Who performed the opening theme song for the James Bond 007 movie &quot;Goldfinger&quot;?",31
1142,"Which of these 1900s tanks were designed and built BEFORE the others?",31
1143,"Who won the premier league title in the 2015-2016 season following a fairy tale run?",31
1144,"Which of these numbers is closest to the total number of possible states for an army standard Enigma Machine?",31
1145,"In The Simpsons, which war did Seymour Skinner serve in the USA Army as a Green Beret?",31
1146,"In the game Warframe, what Mastery Rank do you need to have to build the Tigris Prime?",31
1147,"In the 2014 FIFA World Cup, what was the final score in the match Brazil - Germany?",31
1148,"Which of these characters from Final Fantasy VIII primarily spoke in one word sentences?",31
1149,"When was &quot;Luigi&#039;s Mansion 3&quot; released?",31
1150,"In a standard set of playing cards, which is the only king without a moustache?",32
1151,"Which animated movie was first to feature a celebrity as a voice actor?",32
1152,"What is the colour of unoxidized blood?",32
1153,"Which of these teams isn&#039;t a member of the NHL&#039;s &quot;Original Six&quot; era?",32
1154,"Which character is from &quot;Splatoon&quot;?",32
1155,"Who played Deputy Marshal Samuel Gerard in the 1993 film &quot;The Fugitive&quot;?",32
1156,"What is the largest city and commercial capital of Sri Lanka?",32
1157,"The music video to The Buggle&#039;s &quot;Video Killed the Radio Star&quot; was the first music video to broadcast on MTV.",32
1158,"The Republic of Malta is the smallest microstate worldwide.",32
1159,"What French sculptor designed the Statue of Liberty? ",32
1160,"Who is the primary lyricist for Canadian progressive rock band Rush?",32
1161,"On a dartboard, what number is directly opposite No. 1?",32
1162,"The difference between the lengths of a Boeing 777-300ER and an Airbus A350-1000 is closest to:",32
1163,"It is automatically considered entrapment in the United States if the police sell you illegal substances without revealing themselves.",32
1164,"What is the chemical formula for ammonia?",32
1165,"Who is the true moon princess in Sailor Moon?",32
1166,"The Swedish word &quot;Grunka&quot; means what in English?",32
1167,"The &quot;K&quot; in &quot;K-Pop&quot; stands for which word?",32
1168,"If you play the Super Mario RPG and nap in a rented hotel room, you will wake up next to what familiar looking character?",32
1169,"Which buzzword did Apple Inc. use to describe their removal of the headphone jack?",32
1170,"The capital of the US State Ohio is the city of Chillicothe.",32
1171,"The core of the Sun can reach which temperature?",32
1172,"What is the bloodiest event in United States history, in terms of casualties?",32
1173,"The key of sharps does the key of G# minor contain?",32
1174,"What year is considered to be the year that the British Empire ended?",32
1175,"In the game Danganronpa: Happy Trigger Havoc, the character Aoi Asahina&#039;s ultimate ability is what?",32
1176,"During the 2016 United States presidential election, the State of California possessed the most electoral votes, having 55.",32
1177,"Which album was released by Kanye West in 2013?",32
1178,"The last Windows operating system to be based on the Windows 9x kernel was Windows 98.",32
1179,"&quot;Minions&quot; was released on the June 10th, 2015.",32
1180,"What nickname was given to Air Canada Flight 143 after it ran out of fuel and glided to safety in 1983?",32
1181,"Which company developed the Hololens?",32
1182,"The LS7 engine is how many cubic inches?",32
1183,"In the game &quot;Hearthstone&quot;, what is the best rank possible?",32
1184,"In Portal, the Companion Cube&#039;s ARE sentient.",32
1185,"In Topology, the complement of an open set is a closed set.",32
1186,"In &quot;Hunter x Hunter&quot;, which of the following is NOT a type of Nen aura?",32
1187,"In &quot;Magicka&quot;, which two elements are combined to cast the spell, &quot;Nullify&quot;?",32
1188,"How many &quot;JoJos&quot; that are protagonists are there in the series &quot;Jojo&#039;s Bizarre Adventure&quot;?",32
1189,"What animation studio produced &quot;Gurren Lagann&quot;?",32
1190,"The Quadrangularis Reversum is best described as which of the following?",32
1191,"The Maluku islands (informally known as the Spice Islands) belong to which country?",32
1192,"What TV show is about a grandfather dragging his grandson around on adventures?",32
1193,"How many premier league trophies did Sir Alex Ferguson win during his time at Manchester United?",32
1194,"The word &quot;aprosexia&quot; means which of the following?",32
1195,"What is the molecular formula of the active component of chili peppers(Capsaicin)?",32
1196,"Which member of the Wu-Tang Clan had only one verse in their debut album Enter the Wu-Tang (36 Chambers)?",32
1197,"Which country is featured in Ace Combat 5: The Unsung War?",32
1198,"What is the name of Rivers Cuomo&#039;s wife?",32
1199,"The original ending of &quot;Little Shop Of Horrors&quot; has the plants taking over the world.",32
